Endereços,Descrições,Metros Quadrados,Quartos,Banheiros,Vagas,Atributos,Preços
"Rua Leonardo Gonçalves Caramuru, 154 - Jardim Emília, Jacareí - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  2,  2,"['Salão de festas', 'Condomínio fechado', 'Portão eletrônico']",   R$ 1.600 /Mês  Preço abaixo do mercado  
"Rua Presidente Vargas, 0 - Marechal Rondon, Salvador - BA","Casa com 2 Quartos para Venda/Aluguel 80",  80,  2,  1,  --,['Aceita animais'],   R$ 500 /Mês 
"Rua Max Feffer, 01 - Trobogy, Salvador - BA","Casa com 2 Quartos à Venda/Aluguel 60",  60,  2,  2,  --,,   R$ 700 /Mês 
"Rua Padre Eugênio, 1179 - Jardim Jacinto, Jacareí - SP","Casa com 3 Quartos para Aluguel, 150",  150,  3,  3,  2,"['Condomínio fechado', 'Portão eletrônico', 'Portaria 24h', 'Academia', 'Aceita animais']",   R$ 5.500 /Mês 
"Avenida Jorge Madid, 207 - Centro, Jacareí - SP","Apartamento com 3 Quartos para Aluguel, 87",  87,  3,  2,  1,"['Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 2.800 /Mês 
"Rua Guaicurus, 1285 - Água Branca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 44",  44,  2,  1,  --,"['Lavanderia', 'Piscina']",   R$ 3.500 /Mês 
"Bairro Pau Preto, Indaiatuba - SP","Apartamento com 2 Quartos para Venda/Aluguel 73",  73,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 3.700 /Mês 
"Tubalina, Uberlândia - MG","Apartamento com 3 Quartos para Aluguel, 76",  76,  3,  2,  2,"['Armário embutido', 'Academia', 'Sistema de alarme', 'Segurança 24h', 'Área de serviço']",   R$ 1.550 /Mês  Preço abaixo do mercado  
"Rua Cardeal, s/n Condomínio Residencial Athenas, 6 - Loteamento Bom Jesus, Cuiabá - MT","Casa com 2 Quartos para Aluguel, 54",  54,  2,  2,  2,"['Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Varanda gourmet', '...']",   R$ 1.700 /Mês 
"Avenida Sebastião Henriques - Vila Siqueira, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 63",  63,  3,  2,  1,"['Cozinha', 'Varanda', 'Sala de jantar', 'Armário na cozinha', 'Garagem']",   R$ 2.100 /Mês 
"Chácaras Reunidas Canadá, Santa Isabel - SP","Fazenda/Sítio/Chácara com 2 Quartos para Aluguel, 1500",  1500,  2,  --,  5,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Quintal', 'Ar-condicionado', '...']",   R$ 1.430 /Mês 
"Rua Visconde de Inhaúma, 428 - Saúde, São Paulo - SP","Apartamento com  Quarto para Aluguel, 40",  40,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Área de serviço', '...']",   R$ 2.600 /Mês 
"Santana, Porto Alegre - RS","Apartamento com  Quarto para Aluguel, 45",  45,  1,  1,  --,"['Elevador', 'Salão de festas', 'Ar-condicionado']",   R$ 1.345 /Mês 
"Saraiva, Uberlândia - MG","Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  --,,   R$ 900 /Mês 
"Estrada dos Galdinos - Centro, Cotia - SP","Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  1,  --,"['Churrasqueira', 'Condomínio fechado', 'Piscina', 'Quadra poliesportiva', 'Aceita animais']",   R$ 1.570 /Mês 
"Rua Aurora, 1250 - Marechal Rondon, Canoas - RS","Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 2.300 /Mês 
"Parque Selecta, São Bernardo do Campo - SP","Apartamento com 2 Quartos para Aluguel, 80",  80,  2,  1,  1,"['Condomínio fechado', 'Cozinha', 'Interfone', 'Varanda', 'Área de serviço']",   R$ 1.200 /Mês  Preço abaixo do mercado  
"Avenida Anita Garibaldi, 850 - Cabral, Curitiba - PR","Sala/Conjunto    para Aluguel, 43",  43,,  1,  1,"['Ar-condicionado', 'Elevador', 'Mobiliado', 'Escritório']",   R$ 2.300 /Mês 
"Rua Casa no Campo, 251 - Conjunto Residencial José Bonifácio, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 46",  46,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Playground', 'Salão de festas', 'Quadra poliesportiva', '...']",   R$ 1.000 /Mês 
"Rua Tolentino Filgueiras - Gonzaga, Santos - SP","Apartamento com  Quarto para Aluguel, 52",  52,  1,  1,  1,"['Churrasqueira', 'Elevador', 'Garagem', 'Ar-condicionado', 'Playground', '...']",   R$ 4.600 /Mês 
"Rua Regente Feijó, 9999 - Vila Elvira, São José do Rio Preto - SP","Casa com 3 Quartos para Aluguel, 120",  120,  3,  2,  2,,   R$ 2.000 /Mês 
"Rua Visconde de Parnaíba, 1501 - Móoca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Churrasqueira', 'Elevador', 'Condomínio fechado', 'Jardim', 'Área de serviço', '...']",   R$ 2.300 /Mês 
"Vila Santos, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 43",  43,  2,  1,  --,"['Interfone', 'Jardim']",   R$ 1.300 /Mês 
"Avenida Comercial, 6853 - Candeias Jaboatao, Jaboatão dos Guararapes - PE","Apartamento com 3 Quartos para Aluguel, 68",  68,  3,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 2.700 /Mês 
"Avenida Bento Gonçalves, 4057 - Centro, Pelotas - RS","Casa com 2 Quartos à Venda/Aluguel 100",  100,  2,  1,  1,['Aceita animais'],   R$ 3.000 /Mês 
"Rua Joaquim Achaval, 35 - Jardim Ipanema, São Paulo - SP","Casa com 3 Quartos para Aluguel, 100",  100,  3,  2,  1,,   R$ 1.800 /Mês 
"Rua Sena Madureira, 80 - Vila Mariana, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 55",  55,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Varanda', 'Ar-condicionado', 'Área de serviço', '...']",   R$ 4.200 /Mês 
"Rua Faustolo - Lapa, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 84",  84,  3,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 5.450 /Mês 
"Rua das Fiandeiras, 306 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 41",  41,,  2,  1,['Ar-condicionado'],   R$ 3.200 /Mês 
"Araçagy, São José de Ribamar - MA","Sala/Conjunto    para Aluguel, 25",  25,,  --,  --,,   R$ 1.000 /Mês 
"Rua Joaquim Guarani, 485 - Chácara Santo Antônio, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  1,"['Ar-condicionado', 'Interfone', 'Área de serviço']",   R$ 6.199 /Mês  Preço abaixo do mercado  
"Avenida Atlântica, 2554 - Frente Mar Centro, Balneário Camboriú - SC","Apartamento com 4 Quartos para Aluguel, 210",  210,  4,  3,  1,"['Mobiliado', 'Elevador', 'Aceita animais', 'Ar-condicionado', 'Portaria 24h', '...']",   R$ 2.000 /Dia 
"Rua Zilda dos Reis Fernandes, 9999 - Parque Residencial Dignidade, São José do Rio Preto - SP","Casa com 2 Quartos para Aluguel, 80",  80,  2,  2,  2,,   R$ 1.150 /Mês 
"Rua Maracaí, 1 - Aclimação, São Paulo - SP","Apartamento com  Quarto para Aluguel, 43",  43,  1,  1,  1,"['Academia', 'Piscina', 'Quadra poliesportiva', 'Salão de festas']",   R$ 2.300 /Mês 
"Avenida General Francisco Glicério - José Menino, Santos - SP","Apartamento com  Quarto para Venda/Aluguel 80",  80,  1,  1,  1,"['Churrasqueira', 'Elevador', 'Playground', 'Salão de festas', 'Quadra poliesportiva', '...']",   R$ 3.000 /Mês  Preço abaixo do mercado  
"Rua Américo Brasiliense, 1349 - Chácara Santo Antônio, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 83",  83,  3,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 4.500 /Mês 
"Avenida Presidente Juscelino Kubitschek, 1545 - Vila Olímpia, São Paulo - SP","Apartamento com  Quarto para Aluguel, 54",  54,  1,  1,  1,"['Salão de jogos', 'Salão de festas', 'Área de serviço']",   R$ 11.098 /Mês 
"Rua Constantino Cherubini, 9999 - Jardim Nazareth, São José do Rio Preto - SP","Casa com 3 Quartos para Aluguel, 130",  130,  3,  2,  2,,   R$ 1.200 /Mês 
"Avenida João Cabral de Mello Neto, 850 - Barra da Tijuca, Rio de Janeiro - RJ","Sala/Conjunto    para Venda/Aluguel 36",  36,,  1,  1,['Ar-condicionado'],   R$ 1.600 /Mês 
"Rua Tereza Mota Valadares - Buritis, Belo Horizonte - MG","Apartamento com 3 Quartos para Aluguel, 110",  110,  3,  3,  3,"['Varanda', 'Garagem', 'Cozinha', 'Interfone', 'Elevador']",   R$ 3.500 /Mês 
"Avenida André Terra, 471 - Unamar, Cabo Frio - RJ","Casa com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina para adulto', 'Piscina privativa', 'Aceita animais']",   R$ 1.400 /Mês 
"Rua Carlotinha Brito, 2151 - Colorado, Teresina - PI","Apartamento com 2 Quartos para Aluguel, 49",  49,  2,  2,  1,"['Mobiliado', 'Condomínio fechado', 'Aceita animais', 'Bicicletário', 'Portaria 24h', '...']",   R$ 1.100 /Mês 
"Pituba, Salvador - BA","Apartamento com  Quarto para Aluguel, 40",  40,  1,  1,  1,"['Elevador', 'Piscina', 'Salão de festas', 'Área de serviço']",   R$ 1.964 /Mês 
"Rua Benedito da Silva, 895 - Jardim Sao Carlos, São Carlos - SP","Casa com 3 Quartos para Aluguel, 200",  200,  3,  1,  --,,   R$ 2.223 /Mês 
"Rua Comendador Miguel Calfat, 128 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 25",  25,,  1,  1,"['Ar-condicionado', 'Loja', 'Elevador', 'Aquecimento', 'Escritório']",   R$ 1.200 /Mês 
"Travessa Chico Luiz, 37 - Centro, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  1,  --,,   R$ 1.900 /Mês 
"Rua Dona Cecília Santana - Vila Granada, São Paulo - SP","Casa de condomínio com 3 Quartos para Aluguel, 150",  150,  3,  3,  4,"['Garagem', 'Jardim', 'Cozinha', 'Interfone', 'Vista exterior', '...']",   R$ 2.100 /Mês  Preço abaixo do mercado  
"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP","Flat com  Quarto para Aluguel, 42",  42,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 2.650 /Mês 
"Avenida Joaquim Bernardino de Souza, 5644 - Vila Nova Aliança , Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Área de serviço', 'Playground', 'Salão de festas', '...']",   R$ 900 /Mês 
"Estrada do Limoeiro, 465 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Portão eletrônico', 'Portaria 24h', 'Aceita animais']",   R$ 1.750 /Mês 
"Rua Ali-Babá, 252 - Jardim Gurilândia, Taubaté - SP","Casa com 2 Quartos à Venda/Aluguel 127",  127,  2,  2,  2,"['Ambientes integrados', 'Área de serviço', 'Armário na cozinha']",   R$ 1.500 /Mês 
"Rua Laranjal do Jari, 200 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Aceita animais', '...']",   R$ 1.350 /Mês 
"Quinta da Primavera, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Espaço gourmet', '...']",   R$ 3.600 /Mês 
"Avenida Jamaris, 100 - Moema, São Paulo - SP","Sala/Conjunto    para Aluguel, 31",  31,,  1,  1,"['Aquecimento', 'Ar-condicionado', 'Elevador', 'Escritório']",   R$ 2.300 /Mês 
"Rua Araguaia - Vila Curuçá, Santo André - SP","Apartamento com 2 Quartos para Aluguel, 64",  64,  2,  2,  1,"['Churrasqueira', 'Elevador', 'Piscina', 'Aceita animais']",   R$ 2.300 /Mês 
"Rua São Diego, 520 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Jardim', '...']",   R$ 2.600 /Mês 
"Avenida Cléo de Verberena, 123 - Villa Branca, Jacareí - SP","Casa com 3 Quartos para Aluguel, 165",  165,  3,  2,  2,,   R$ 3.750 /Mês 
"Avenida Deputado Sérgio Cardoso de Almeida, 1980 - Jardim Olhos d Agua, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 97",  97,  2,  3,  2,"['Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Varanda gourmet', 'Cozinha', '...']",   R$ 4.800 /Mês 
"Estrada do Limoeiro, 36 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Mobiliado', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 1.750 /Mês 
"Campos Eliseos, Ribeirão Preto - SP","Casa com 2 Quartos para Aluguel, 66",  66,  2,  1,  1,"['Aceita animais', 'Lareira']",   R$ 1.200 /Mês 
"Rua Cândido Fontoura, 1001 - Butantã, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 46",  46,  2,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Academia', '...']",   R$ 1.700 /Mês 
"Rua Batista de Oliveira, 1398 - Granbery, Juiz de Fora - MG","Apartamento com 3 Quartos para Aluguel, 127",  127,  3,  2,  1,"['Cozinha', 'Elevador', 'Interfone', 'Varanda', 'Área de serviço']",   R$ 1.520 /Mês 
"Rua Manabu Mabe, 12 - Loteamento Villa Branca, Jacareí - SP","Casa com 3 Quartos para Aluguel, 165",  165,  3,  2,  2,['Aceita animais'],   R$ 3.750 /Mês 
"Rua José Gonçalves da Mota Jr., 83 - Marapé, Santos - SP","Ponto comercial/Loja/Box    para Aluguel, 40",  40,,  2,  --,"['Depósito', 'Ar-condicionado']",   R$ 1.800 /Mês 
"Rua da Colina, 0 - Alto do Coqueirinho, Salvador - BA","Casa com 2 Quartos para Venda/Aluguel 90",  90,  2,  2,  --,['Aceita animais'],   R$ 500 /Mês 
"Rua Doutor Sinésio da Paixão Nogueira, 195 - Vila Tiradentes, São João de Meriti - RJ","Casa com 2 Quartos para Aluguel, 60",  60,  2,  1,  --,,   R$ 850 /Mês 
"Jardim Cidade Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 67",  67,  2,  2,  1,,   R$ 2.300 /Mês 
"Estrada da Posse, Lt 25 Qd 01 - Campo Grande, Rio de Janeiro - RJ","Sala/Conjunto    para Aluguel, 110",  110,,  2,  --,,   R$ 2.000 /Mês 
"Rua 113, 86 - Conjunto Ceara II, Fortaleza - CE","Casa com 3 Quartos para Aluguel, 137",  137,  3,  3,  4,['Área de serviço'],   R$ 1.800 /Mês 
"Centro, Ribeirão Preto - SP","Apartamento com 3 Quartos para Aluguel, 104",  104,  3,  1,  1,"['Cozinha', 'Elevador', 'Interfone', 'Área de serviço', 'Aceita animais']",   R$ 1.400 /Mês 
"Avenida Santa Inês - Parque Mandaqui, São Paulo - SP","Cobertura com 4 Quartos para Venda/Aluguel 142",  142,  4,  5,  3,"['Churrasqueira', 'Elevador', 'Garagem', 'Playground', 'Salão de festas', '...']",   R$ 5.000 /Mês 
"Rua Conde do Pinhal, 2993 - Centro, São Carlos - SP","Casa com 3 Quartos para Aluguel, 90",  90,  3,  2,  2,['Garagem'],   R$ 1.650 /Mês 
"Rua Leonardo Gonçalves Caramuru, 154 - Jardim Emília, Jacareí - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  2,  2,"['Salão de festas', 'Condomínio fechado', 'Portão eletrônico']",   R$ 1.600 /Mês  Preço abaixo do mercado  
"Rua Presidente Vargas, 0 - Marechal Rondon, Salvador - BA","Casa com 2 Quartos para Venda/Aluguel 80",  80,  2,  1,  --,['Aceita animais'],   R$ 500 /Mês 
"Rua Max Feffer, 01 - Trobogy, Salvador - BA","Casa com 2 Quartos à Venda/Aluguel 60",  60,  2,  2,  --,,   R$ 700 /Mês 
"Rua Padre Eugênio, 1179 - Jardim Jacinto, Jacareí - SP","Casa com 3 Quartos para Aluguel, 150",  150,  3,  3,  2,"['Condomínio fechado', 'Portão eletrônico', 'Portaria 24h', 'Academia', 'Aceita animais']",   R$ 5.500 /Mês 
"Avenida Jorge Madid, 207 - Centro, Jacareí - SP","Apartamento com 3 Quartos para Aluguel, 87",  87,  3,  2,  1,"['Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 2.800 /Mês 
"Rua Guaicurus, 1285 - Água Branca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 44",  44,  2,  1,  --,"['Lavanderia', 'Piscina']",   R$ 3.500 /Mês 
"Bairro Pau Preto, Indaiatuba - SP","Apartamento com 2 Quartos para Venda/Aluguel 73",  73,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 3.700 /Mês 
"Cruzeiro, Belo Horizonte - MG","Apartamento com 3 Quartos para Aluguel, 120",  120,  3,  1,  1,['Área de serviço'],   R$ 2.200 /Mês  Preço abaixo do mercado  
"Chácaras Reunidas Canadá, Santa Isabel - SP","Fazenda/Sítio/Chácara com 2 Quartos para Aluguel, 1500",  1500,  2,  --,  5,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Quintal', 'Ar-condicionado', '...']",   R$ 1.430 /Mês 
"Rua Francisco Couto Vale, 250 - Petrópolis, Manaus - AM","Casa com 2 Quartos para Aluguel, 150",  150,  2,  1,  --,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Espaço gourmet', 'Quadra poliesportiva', '...']",   R$ 1.300 /Mês 
"Vila Santa Angelina, São Bernardo do Campo - SP","Apartamento com 2 Quartos para Aluguel, 49",  49,  2,  1,  1,"['Piscina', 'Playground', 'Salão de festas', 'Quadra poliesportiva', 'Cozinha', '...']",   R$ 1.550 /Mês 
"Rua das Orquídeas, 164 - Jockey, Teresina - PI","Apartamento com  Quarto para Aluguel, 62",  62,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.800 /Mês 
"Jardim Roberto, Osasco - SP","Apartamento com 2 Quartos para Aluguel, 52",  52,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Aceita animais', '...']",   R$ 2.000 /Mês 
"Rua Antonieta Leitão, 100 - Freguesia do Ó, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  3,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Academia', '...']",   R$ 2.800 /Mês 
"Avenida São João, 241 - Jardim Esplanada, São José dos Campos - SP","Apartamento com 3 Quartos para Aluguel, 106",  106,  3,  2,  2,"['Piscina', 'Elevador', 'Área de serviço', 'Quadra poliesportiva', 'Escritório', '...']",   R$ 3.100 /Mês  Preço abaixo do mercado  
"Jardim Padovani, Londrina - PR","Sala/Conjunto    para Aluguel, 47",  47,,  1,  --,['Vista para o mar'],   R$ 1.500 /Mês 
"Estrada Caetano Monteiro, 3711 - Badu, Niterói - RJ","Apartamento com 2 Quartos para Aluguel, 55",  55,  2,  1,  1,"['Condomínio fechado', 'Ar-condicionado', 'Jardim', 'Área de serviço', 'Estacionamento para visitantes', '...']",   R$ 1.400 /Mês 
"Rua Taquarytinga, 170 - Alto da Mooca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Varanda gourmet', 'Salão de festas', '...']",   R$ 5.500 /Mês 
"Avenida Doutor Bernardo Kaplan, 123 - Parque Brasília, Campinas - SP","Apartamento com 2 Quartos para Aluguel, 73",  73,  2,  2,  1,['Elevador'],   R$ 2.800 /Mês 
"Alameda dos Cardeais, 57 - Caraguata, Mairiporã - SP","Casa com 5 Quartos à Venda/Aluguel 570",  570,  5,  6,  6,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Academia', 'Aceita animais', '...']",   R$ 15.000 /Mês 
"Rua Giovanni Battista Pirelli - Vila Homero Thon, Santo André - SP","Sala/Conjunto    para Aluguel, 33",  33,,  1,  1,['Elevador'],   R$ 1.290 /Mês 
"Rua Hugo Zen, 78 - Colônia Rio Grande, São José dos Pinhais - PR","Apartamento com 2 Quartos para Aluguel, 53",  53,  2,  1,  1,,   R$ 1.200 /Mês 
"Rua Giacinto Tognato, 374 - Baeta Neves, São Bernardo do Campo - SP","Casa com 2 Quartos para Aluguel, 80",  80,  2,  2,  1,,   R$ 1.800 /Mês 
"Avenida Jorge Zarur, 11 - Vila Ema, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 62",  62,  2,  2,  2,,   R$ 3.300 /Mês 
"Rua João Teixeira da Silva, 415 - Vila Invernada, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 76",  76,  3,  2,  2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Playground', '...']",   R$ 2.800 /Mês 
"Rua Olívia Menelau, 207 - Imbiribeira, Recife - PE","Apartamento com 3 Quartos para Aluguel, 100",  100,  3,  3,  1,,   R$ 2.000 /Mês 
"Rua Lima e Silva, 233 - Ipiranga, São Paulo - SP","Casa com 2 Quartos para Venda/Aluguel 100",  100,  2,  2,  --,,   R$ 3.000 /Mês 
"Rua dos Bicudos, 03 - Jardim Renascença, São Luís - MA","Apartamento com 3 Quartos para Aluguel, 98",  98,  3,  3,  1,,   R$ 3.800 /Mês 
"Rua Fernando de Noronha, 1997 - Santa Cândida, Curitiba - PR","Imóvel comercial    para Aluguel, 340",  340,,  4,  2,"['Churrasqueira', 'Cozinha', 'Sistema de alarme', 'Área de serviço']",   R$ 4.000 /Mês 
"Rua Maria Otília, 210 - Jardim Anália Franco, São Paulo - SP","Apartamento com  Quarto para Aluguel, 40",  40,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 2.750 /Mês 
"Rua Raul Antônio da Silva, 236 - Aririu da Formiga, Palhoça - SC","Apartamento com 2 Quartos para Aluguel, 64",  64,  2,  1,  1,,   R$ 950 /Mês 
"Parque Sao Jorge, Taubaté - SP","Casa com 4 Quartos para Venda/Aluguel 350",  350,  4,  5,  3,"['Piscina', 'Churrasqueira', 'Ar-condicionado', 'Jardim', 'Área de serviço', '...']",   R$ 4.350 /Mês 
"Rua das Chácaras, 300 - Jardim Oriente, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  2,  1,"['Churrasqueira', 'Elevador', 'Varanda gourmet', 'Salão de festas', 'Portaria 24h', '...']",   R$ 2.200 /Mês 
"Avenida Almirante Barroso, 465 - Marco, Belém - PA","Apartamento com 3 Quartos para Aluguel, 86",  86,  3,  3,  2,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Academia', 'Aceita animais', '...']",   R$ 4.700 /Mês 
"Rua Traituba - Saúde, São Paulo - SP","Apartamento com  Quarto para Aluguel, 36",  36,  1,  1,  1,"['Piscina', 'Elevador', 'Varanda', 'Aceita animais', 'Área de serviço', '...']",   R$ 2.100 /Mês 
